,Words,Unista,JYGA,MG_Tech,Sidel,Total
5098,législation,0.0,0.0,0.0,4.0,4.0
5099,vigueur,0.0,0.0,0.0,4.0,4.0
5100,analytique,0.0,0.0,0.0,4.0,4.0
5101,souligner,0.0,0.0,0.0,2.0,2.0
5102,personnellement,0.0,0.0,0.0,2.0,2.0
5103,aviser,0.0,0.0,0.0,1.0,1.0
5104,téléphon,0.0,0.0,0.0,1.0,1.0
5105,légitime,0.0,0.0,0.0,6.0,6.0
5106,destruction,0.0,0.0,0.0,1.0,1.0
5107,cookiessi,0.0,0.0,0.0,1.0,1.0
5108,refuse,0.0,0.0,0.0,1.0,1.0
5109,refu,0.0,0.0,0.0,1.0,1.0
5110,utilisez,0.0,0.0,0.0,2.0,2.0
5111,appareil,0.0,0.0,0.0,1.0,1.0
5112,indisponible,0.0,0.0,0.0,1.0,1.0
5113,menu,0.0,0.0,0.0,1.0,1.0
5114,suivez,0.0,0.0,0.0,1.0,1.0
5115,couramment,0.0,0.0,0.0,1.0,1.0
5116,flash,0.0,0.0,0.0,2.0,2.0
5117,html,0.0,0.0,0.0,1.0,1.0
5118,courir,0.0,0.0,0.0,4.0,4.0
5119,effacent,0.0,0.0,0.0,1.0,1.0
5120,localement,0.0,0.0,0.0,1.0,1.0
5121,panneau,0.0,0.0,0.0,2.0,2.0
5122,do,0.0,0.0,0.0,2.0,2.0
5123,not,0.0,0.0,0.0,2.0,2.0
5124,track,0.0,0.0,0.0,2.0,2.0
5125,dnt,0.0,0.0,0.0,6.0,6.0
5126,webcertains,0.0,0.0,0.0,1.0,1.0
5127,signal,0.0,0.0,0.0,3.0,3.0
5128,requête,0.0,0.0,0.0,2.0,2.0
5129,uniformiser,0.0,0.0,0.0,1.0,1.0
5130,sociauxle,0.0,0.0,0.0,1.0,1.0
5131,widget,0.0,0.0,0.0,1.0,1.0
5132,facebook,0.0,0.0,0.0,1.0,1.0
5133,youtube,0.0,0.0,0.0,1.0,1.0
5134,twitter,0.0,0.0,0.0,1.0,1.0
5135,référer,0.0,0.0,0.0,3.0,3.0
5136,lienslien,0.0,0.0,0.0,1.0,1.0
5137,websidel,0.0,0.0,0.0,1.0,1.0
5138,pertinent,0.0,0.0,0.0,2.0,2.0
5139,desdit,0.0,0.0,0.0,2.0,2.0
5140,accord,0.0,0.0,0.0,5.0,5.0
5141,sidella,0.0,0.0,0.0,1.0,1.0
5142,menacer,0.0,0.0,0.0,1.0,1.0
5143,diffamatoire,0.0,0.0,0.0,1.0,1.0
5144,obscène,0.0,0.0,0.0,1.0,1.0
5145,scandaleux,0.0,0.0,0.0,1.0,1.0
5146,profane,0.0,0.0,0.0,1.0,1.0
5147,acte,0.0,0.0,0.0,1.0,1.0
5148,criminel,0.0,0.0,0.0,1.0,1.0
5149,autrement,0.0,0.0,0.0,2.0,2.0
5150,enfreindre,0.0,0.0,0.0,1.0,1.0
5151,déclinon,0.0,0.0,0.0,3.0,3.0
5152,correct,0.0,0.0,0.0,3.0,3.0
5153,exactitude,0.0,0.0,0.0,2.0,2.0
5154,limitatif,0.0,0.0,0.0,1.0,1.0
5155,chiffre,0.0,0.0,0.0,7.0,7.0
5156,exhaustivité,0.0,0.0,0.0,1.0,1.0
5157,pertinenc,0.0,0.0,0.0,1.0,1.0
5158,excluon,0.0,0.0,0.0,1.0,1.0
5159,infection,0.0,0.0,0.0,1.0,1.0
5160,viru,0.0,0.0,0.0,1.0,1.0
5161,contaminer,0.0,0.0,0.0,1.0,1.0
5162,destructeur,0.0,0.0,0.0,1.0,1.0
5163,incapacité,0.0,0.0,0.0,1.0,1.0
5164,auteurle,0.0,0.0,0.0,1.0,1.0
5165,brochure,0.0,0.0,0.0,1.0,1.0
5166,text,0.0,0.0,0.0,1.0,1.0
5167,package,0.0,0.0,0.0,1.0,1.0
5168,collectivement,0.0,0.0,0.0,1.0,1.0
5169,dénommer,0.0,0.0,0.0,1.0,1.0
5170,réédition,0.0,0.0,0.0,1.0,1.0
5171,traduction,0.0,0.0,0.0,1.0,1.0
5172,téléchargemer,0.0,0.0,0.0,1.0,1.0
5173,dûment,0.0,0.0,0.0,1.0,1.0
5174,légalité,0.0,0.0,0.0,1.0,1.0
5175,modifiiez,0.0,0.0,0.0,2.0,2.0
5176,supprimiez,0.0,0.0,0.0,1.0,1.0
5177,sideldéclaration,0.0,0.0,0.0,1.0,1.0
5178,applicationla,0.0,0.0,0.0,1.0,1.0
5179,traiton,0.0,0.0,0.0,5.0,5.0
5180,énoncer,0.0,0.0,0.0,2.0,2.0
5181,applique,0.0,0.0,0.0,4.0,4.0
5182,somme,0.0,0.0,0.0,1.0,1.0
5183,spezia,0.0,0.0,0.0,1.0,1.0
5184,pr,0.0,0.0,0.0,1.0,1.0
5185,remarqu,0.0,0.0,0.0,1.0,1.0
5186,privacy,0.0,0.0,0.0,7.0,7.0
5187,joignable,0.0,0.0,0.0,1.0,1.0
5188,personnellesnous,0.0,0.0,0.0,2.0,2.0
5189,priment,0.0,0.0,0.0,2.0,2.0
5190,mutuel,0.0,0.0,0.0,2.0,2.0
5191,recueillon,0.0,0.0,0.0,1.0,1.0
5192,public,0.0,0.0,0.0,3.0,3.0
5193,informationsnous,0.0,0.0,0.0,1.0,1.0
5194,communiquon,0.0,0.0,0.0,1.0,1.0
5195,vendon,0.0,0.0,0.0,2.0,2.0
5196,louon,0.0,0.0,0.0,1.0,1.0
5197,circonstance,0.0,0.0,0.0,2.0,2.0
5198,internationauxvo,0.0,0.0,0.0,1.0,1.0
5199,frontière,0.0,0.0,0.0,2.0,2.0
5200,momer,0.0,0.0,0.0,1.0,1.0
5201,existence,0.0,0.0,0.0,1.0,1.0
5202,donnéesvos,0.0,0.0,0.0,1.0,1.0
5203,microsoft,0.0,0.0,0.0,1.0,1.0
5204,dynamic,0.0,0.0,0.0,1.0,1.0
5205,crm,0.0,0.0,0.0,1.0,1.0
5206,single,0.0,0.0,0.0,1.0,1.0
5207,sign,0.0,0.0,0.0,5.0,5.0
5208,authentification,0.0,0.0,0.0,1.0,1.0
5209,contractuelnous,0.0,0.0,0.0,1.0,1.0
5210,légitimenous,0.0,0.0,0.0,1.0,1.0
5211,informeron,0.0,0.0,0.0,2.0,2.0
5212,confidentialiter,0.0,0.0,0.0,2.0,2.0
5213,collect,0.0,0.0,0.0,2.0,2.0
5214,combien,0.0,0.0,0.0,1.0,1.0
5215,gardon,0.0,0.0,0.0,1.0,1.0
5216,stockon,0.0,0.0,0.0,2.0,2.0
5217,jugeon,0.0,0.0,0.0,1.0,1.0
5218,nécessité,0.0,0.0,0.0,1.0,1.0
5219,vertu,0.0,0.0,0.0,1.0,1.0
5220,plainte,0.0,0.0,0.0,2.0,2.0
5221,justice,0.0,0.0,0.0,1.0,1.0
5222,sauvegard,0.0,0.0,0.0,1.0,1.0
5223,laps,0.0,0.0,0.0,1.0,1.0
5224,supprimon,0.0,0.0,0.0,1.0,1.0
5225,possibilitésvous,0.0,0.0,0.0,1.0,1.0
5226,confidentialitésidel,0.0,0.0,0.0,1.0,1.0
5227,approuver,0.0,0.0,0.0,3.0,3.0
5228,publieron,0.0,0.0,0.0,1.0,1.0
5229,avis,0.0,0.0,0.0,1.0,1.0
5230,confidentialitépour,0.0,0.0,0.0,1.0,1.0
5231,estimez,0.0,0.0,0.0,1.0,1.0
5232,résidence,0.0,0.0,0.0,1.0,1.0
5233,sidelcoboaccess_pal,0.0,0.0,0.0,2.0,2.0
5234,bénéficestéléchargerla,0.0,0.0,0.0,1.0,1.0
5235,bd,0.0,0.0,0.0,5.0,5.0
5236,étiquetag,0.0,0.0,0.0,4.0,4.0
5237,remarquable,0.0,0.0,0.0,5.0,5.0
5238,evoblow,0.0,0.0,0.0,31.0,31.0
5239,premium,0.0,0.0,0.0,15.0,15.0
5240,économi,0.0,0.0,0.0,1.0,1.0
5241,air,0.0,0.0,0.0,21.0,21.0
5242,avantageséconomie,0.0,0.0,0.0,1.0,1.0
5243,énergieéconomier,0.0,0.0,0.0,1.0,1.0
5244,airmatière,0.0,0.0,0.0,1.0,1.0
5245,premièrestoujour,0.0,0.0,0.0,1.0,1.0
5246,sideloman,0.0,0.0,0.0,1.0,1.0
5247,comptant,0.0,0.0,0.0,2.0,2.0
5248,orc,0.0,0.0,0.0,7.0,7.0
5249,pionniers,0.0,0.0,0.0,2.0,2.0
5250,oman,0.0,0.0,0.0,3.0,3.0
5251,franchise,0.0,0.0,0.0,2.0,2.0
5252,pepsico,0.0,0.0,0.0,6.0,6.0
5253,ghubra,0.0,0.0,0.0,1.0,1.0
5254,lays,0.0,0.0,0.0,1.0,1.0
5255,cheeto,0.0,0.0,0.0,1.0,1.0
5256,quaker,0.0,0.0,0.0,1.0,1.0
5257,oat,0.0,0.0,0.0,1.0,1.0
5258,pepsi,0.0,0.0,0.0,1.0,1.0
5259,topfruit,0.0,0.0,0.0,1.0,1.0
5260,aquafina,0.0,0.0,0.0,1.0,1.0
5261,annuel,0.0,0.0,0.0,7.0,7.0
5262,répondr,0.0,0.0,0.0,2.0,2.0
5263,dominer,0.0,0.0,0.0,2.0,2.0
5264,desquelles,0.0,0.0,0.0,1.0,1.0
5265,réputé,0.0,0.0,0.0,4.0,4.0
5266,vi,0.0,0.0,0.0,4.0,4.0
5267,tax,0.0,0.0,0.0,1.0,1.0
5268,accis,0.0,0.0,0.0,1.0,1.0
5269,taxe,0.0,0.0,0.0,1.0,1.0
5270,entraîner,0.0,0.0,0.0,3.0,3.0
5271,ralentissement,0.0,0.0,0.0,1.0,1.0
5272,serrer,0.0,0.0,0.0,3.0,3.0
5273,exceller,0.0,0.0,0.0,2.0,2.0
5274,doté,0.0,0.0,0.0,5.0,5.0
5275,matrixtm,0.0,0.0,0.0,2.0,2.0
5276,juin,0.0,0.0,0.0,1.0,1.0
5277,dat,0.0,0.0,0.0,1.0,1.0
5278,tenait,0.0,0.0,0.0,1.0,1.0
5279,retard,0.0,0.0,0.0,1.0,1.0
5280,congé,0.0,0.0,0.0,1.0,1.0
5281,août,0.0,0.0,0.0,2.0,2.0
5282,quinzaine,0.0,0.0,0.0,1.0,1.0
5283,ajustement,0.0,0.0,0.0,6.0,6.0
5284,soutien,0.0,0.0,0.0,4.0,4.0
5285,déroulement,0.0,0.0,0.0,1.0,1.0
5286,affirme,0.0,0.0,0.0,2.0,2.0
5287,youssef,0.0,0.0,0.0,2.0,2.0
5288,ezzikhe,0.0,0.0,0.0,1.0,1.0
5289,doubler,0.0,0.0,0.0,3.0,3.0
5290,nominal,0.0,0.0,0.0,1.0,1.0
5291,proactivité,0.0,0.0,0.0,2.0,2.0
5292,ezzike,0.0,0.0,0.0,1.0,1.0
5293,bénéfici,0.0,0.0,0.0,4.0,4.0
5294,prouve,0.0,0.0,0.0,1.0,1.0
5295,fidéliser,0.0,0.0,0.0,1.0,1.0
5296,samuel,0.0,0.0,0.0,1.0,1.0
5297,gobbe,0.0,0.0,0.0,1.0,1.0
5298,contactsfor,0.0,0.0,0.0,24.0,24.0
5299,requests,0.0,0.0,0.0,24.0,24.0
5300,please,0.0,0.0,0.0,24.0,24.0
5301,pre,0.0,0.0,0.0,28.0,28.0
5302,representativesf,0.0,0.0,0.0,24.0,24.0
5303,novelli,0.0,0.0,0.0,24.0,24.0
5304,elīna,0.0,0.0,0.0,24.0,24.0
5305,kresa,0.0,0.0,0.0,24.0,24.0
5306,sidelelettric,0.0,0.0,0.0,1.0,1.0
5307,fhpc,0.0,0.0,0.0,6.0,6.0
5308,actuellement,0.0,0.0,0.0,21.0,21.0
5309,épreuve,0.0,0.0,0.0,1.0,1.0
5310,elettric,0.0,0.0,0.0,7.0,7.0
5311,signature,0.0,0.0,0.0,1.0,1.0
5312,ravir,0.0,0.0,0.0,10.0,10.0
5313,nôtres,0.0,0.0,0.0,1.0,1.0
5314,convaincue,0.0,0.0,0.0,1.0,1.0
5315,nôtre,0.0,0.0,0.0,2.0,2.0
5316,enrico,0.0,0.0,0.0,1.0,1.0
5317,grassi,0.0,0.0,0.0,1.0,1.0
5318,franchisson,0.0,0.0,0.0,1.0,1.0
5319,apporteron,0.0,0.0,0.0,1.0,1.0
5320,logistiquer,0.0,0.0,0.0,1.0,1.0
5321,gros,0.0,0.0,0.0,2.0,2.0
5322,net,0.0,0.0,0.0,2.0,2.0
5323,déploiement,0.0,0.0,0.0,3.0,3.0
5324,véhicul,0.0,0.0,0.0,1.0,1.0
5325,densité,0.0,0.0,0.0,2.0,2.0
5326,sidelsangaria,0.0,0.0,0.0,1.0,1.0
5327,japon,0.0,0.0,0.0,9.0,9.0
5328,vieillissement,0.0,0.0,0.0,1.0,1.0
5329,minutieusement,0.0,0.0,0.0,1.0,1.0
5330,bienfer,0.0,0.0,0.0,4.0,4.0
5331,eal,0.0,0.0,0.0,4.0,4.0
5332,aromatiser,0.0,0.0,0.0,9.0,9.0
5333,énergétique,0.0,0.0,0.0,4.0,4.0
5334,pétiller,0.0,0.0,0.0,8.0,8.0
5335,vert,0.0,0.0,0.0,4.0,4.0
5336,prisé,0.0,0.0,0.0,1.0,1.0
5337,hiver,0.0,0.0,0.0,1.0,1.0
5338,sangaria,0.0,0.0,0.0,11.0,11.0
5339,bienfait,0.0,0.0,0.0,1.0,1.0
5340,devise,0.0,0.0,0.0,1.0,1.0
5341,synthétise,0.0,0.0,0.0,1.0,1.0
5342,aseptiquesangaria,0.0,0.0,0.0,1.0,1.0
5343,utilisait,0.0,0.0,0.0,1.0,1.0
5344,verts,0.0,0.0,0.0,1.0,1.0
5345,ishiyama,0.0,0.0,0.0,1.0,1.0
5346,san,0.0,0.0,0.0,1.0,1.0
5347,demainsangaria,0.0,0.0,0.0,1.0,1.0
5348,souhaitait,0.0,0.0,0.0,1.0,1.0
5349,japonais,0.0,0.0,0.0,2.0,2.0
5350,magnétique,0.0,0.0,0.0,4.0,4.0
5351,aseptiquement,0.0,0.0,0.0,1.0,1.0
5352,acidité,0.0,0.0,0.0,7.0,7.0
5353,org,0.0,0.0,0.0,1.0,1.0
5354,switch,0.0,0.0,0.0,1.0,1.0
5355,simplela,0.0,0.0,0.0,1.0,1.0
5356,fusionn,0.0,0.0,0.0,1.0,1.0
5357,commercialement,0.0,0.0,0.0,1.0,1.0
5358,ho,0.0,0.0,0.0,6.0,6.0
5359,carbonateur,0.0,0.0,0.0,2.0,2.0
5360,dioxyde,0.0,0.0,0.0,1.0,1.0
5361,co,0.0,0.0,0.0,5.0,5.0
5362,reconnaissance,0.0,0.0,0.0,3.0,3.0
5363,productionla,0.0,0.0,0.0,1.0,1.0
5364,prolonger,0.0,0.0,0.0,1.0,1.0
5365,évoquer,0.0,0.0,0.0,1.0,1.0
5366,figuraient,0.0,0.0,0.0,1.0,1.0
5367,haccp,0.0,0.0,0.0,1.0,1.0
5368,sidelpearlwater,0.0,0.0,0.0,1.0,1.0
5369,pearlwater,0.0,0.0,0.0,9.0,9.0
5370,réactualiser,0.0,0.0,0.0,1.0,1.0
5371,minéral,0.0,0.0,0.0,1.0,1.0
5372,alpe,0.0,0.0,0.0,1.0,1.0
5373,valaisanne,0.0,0.0,0.0,1.0,1.0
5374,alper,0.0,0.0,0.0,1.0,1.0
5375,pennine,0.0,0.0,0.0,1.0,1.0
5376,discount,0.0,0.0,0.0,2.0,2.0
5377,réputer,0.0,0.0,0.0,2.0,2.0
5378,figurent,0.0,0.0,0.0,1.0,1.0
5379,swiss,0.0,0.0,0.0,1.0,1.0
5380,alpina,0.0,0.0,0.0,1.0,1.0
5381,aquina,0.0,0.0,0.0,2.0,2.0
5382,coop,0.0,0.0,0.0,3.0,3.0
5383,naturaplan,0.0,0.0,0.0,1.0,1.0
5384,switzerland,0.0,0.0,0.0,1.0,1.0
5385,embouteill,0.0,0.0,0.0,1.0,1.0
5386,satisfait,0.0,0.0,0.0,5.0,5.0
5387,electronic,0.0,0.0,0.0,2.0,2.0
5388,spacer,0.0,0.0,0.0,1.0,1.0
5389,palkombi,0.0,0.0,0.0,8.0,8.0
5390,packs,0.0,0.0,0.0,2.0,2.0
5391,expliqu,0.0,0.0,0.0,6.0,6.0
5392,danny,0.0,0.0,0.0,1.0,1.0
5393,bollnow,0.0,0.0,0.0,1.0,1.0
5394,rebut,0.0,0.0,0.0,1.0,1.0
5395,espacé,0.0,0.0,0.0,1.0,1.0
5396,chute,0.0,0.0,0.0,2.0,2.0
5397,repositionner,0.0,0.0,0.0,1.0,1.0
5398,principes,0.0,0.0,0.0,1.0,1.0
5399,spacing,0.0,0.0,0.0,1.0,1.0
5400,attentesle,0.0,0.0,0.0,1.0,1.0
5401,sept,0.0,0.0,0.0,2.0,2.0
5402,collaud,0.0,0.0,0.0,1.0,1.0
5403,millilitr,0.0,0.0,0.0,12.0,12.0
5404,rétrofit,0.0,0.0,0.0,2.0,2.0
5405,trouvent,0.0,0.0,0.0,1.0,1.0
5406,élargir,0.0,0.0,0.0,8.0,8.0
5407,sidelevofilm,0.0,0.0,0.0,1.0,1.0
5408,bénéficesinformation,0.0,0.0,0.0,1.0,1.0
5409,fardeleuse,0.0,0.0,0.0,3.0,3.0
5410,evofilm,0.0,0.0,0.0,5.0,5.0
5411,evofilmtm,0.0,0.0,0.0,3.0,3.0
5412,clef,0.0,0.0,0.0,1.0,1.0
5413,trg,0.0,0.0,0.0,1.0,1.0
5414,fardeleus,0.0,0.0,0.0,5.0,5.0
5415,parfaire,0.0,0.0,0.0,5.0,5.0
5416,liaison,0.0,0.0,0.0,1.0,1.0
5417,couloirs,0.0,0.0,0.0,1.0,1.0
5418,côn,0.0,0.0,0.0,1.0,1.0
5419,aqflex,0.0,0.0,0.0,19.0,19.0
5420,infeed,0.0,0.0,0.0,1.0,1.0
5421,supprime,0.0,0.0,0.0,2.0,2.0
5422,blocage,0.0,0.0,0.0,1.0,1.0
5423,coincement,0.0,0.0,0.0,1.0,1.0
5424,tomber,0.0,0.0,0.0,3.0,3.0
5425,couteau,0.0,0.0,0.0,1.0,1.0
5426,cycleur,0.0,0.0,0.0,2.0,2.0
5427,tunnel,0.0,0.0,0.0,7.0,7.0
5428,opérabilité,0.0,0.0,0.0,2.0,2.0
5429,maintenabiliter,0.0,0.0,0.0,1.0,1.0
5430,tutoriel,0.0,0.0,0.0,1.0,1.0
5431,smart,0.0,0.0,0.0,2.0,2.0
5432,motorisation,0.0,0.0,0.0,6.0,6.0
5433,digital,0.0,0.0,0.0,1.0,1.0
5434,passent,0.0,0.0,0.0,1.0,1.0
5435,démontage,0.0,0.0,0.0,2.0,2.0
5436,répétitiviter,0.0,0.0,0.0,1.0,1.0
5437,éléger,0.0,0.0,0.0,1.0,1.0
5438,épurer,0.0,0.0,0.0,2.0,2.0
5439,organe,0.0,0.0,0.0,1.0,1.0
5440,remarquablement,0.0,0.0,0.0,1.0,1.0
5441,rétraction,0.0,0.0,0.0,2.0,2.0
5442,aspiration,0.0,0.0,0.0,1.0,1.0
5443,extractible,0.0,0.0,0.0,2.0,2.0
5444,simplification,0.0,0.0,0.0,1.0,1.0
5445,aiser,0.0,0.0,0.0,1.0,1.0
5446,organ,0.0,0.0,0.0,1.0,1.0
5447,servo,0.0,0.0,0.0,2.0,2.0
5448,exigenc,0.0,0.0,0.0,1.0,1.0
5449,operating,0.0,0.0,0.0,1.0,1.0
5450,procedure,0.0,0.0,0.0,1.0,1.0
5451,dysfonctionnement,0.0,0.0,0.0,2.0,2.0
5452,variateur,0.0,0.0,0.0,2.0,2.0
5453,consistant,0.0,0.0,0.0,1.0,1.0
5454,programmable,0.0,0.0,0.0,5.0,5.0
5455,plug,0.0,0.0,0.0,2.0,2.0
5456,play,0.0,0.0,0.0,2.0,2.0
5457,firmware,0.0,0.0,0.0,1.0,1.0
5458,architectur,0.0,0.0,0.0,2.0,2.0
5459,téléchargerfilm,0.0,0.0,0.0,1.0,1.0
5460,sidelgebo,0.0,0.0,0.0,6.0,6.0
5461,beverages,0.0,0.0,0.0,2.0,2.0
5462,amélioréespour,0.0,0.0,0.0,1.0,1.0
5463,aqfle,0.0,0.0,0.0,5.0,5.0
5464,monocouloir,0.0,0.0,0.0,4.0,4.0
5465,impressionnantecapitalisez,0.0,0.0,0.0,1.0,1.0
5466,inhabituel,0.0,0.0,0.0,1.0,1.0
5467,paroi,0.0,0.0,0.0,3.0,3.0
5468,optimiséprofiter,0.0,0.0,0.0,1.0,1.0
5469,restreindre,0.0,0.0,0.0,2.0,2.0
5470,révolutionn,0.0,0.0,0.0,1.0,1.0
5471,sécuris,0.0,0.0,0.0,1.0,1.0
5472,instaur,0.0,0.0,0.0,1.0,1.0
5473,sidelremplisseur,0.0,0.0,0.0,3.0,3.0
5474,fm,0.0,0.0,0.0,15.0,15.0
5475,débitmètr,0.0,0.0,0.0,3.0,3.0
5476,vortex,0.0,0.0,0.0,1.0,1.0
5477,conductivité,0.0,0.0,0.0,3.0,3.0
5478,avantageux,0.0,0.0,0.0,4.0,4.0
5479,réservoir,0.0,0.0,0.0,15.0,15.0
5480,mourir,0.0,0.0,0.0,1.0,1.0
5481,modular,0.0,0.0,0.0,1.0,1.0
5482,used,0.0,0.0,0.0,1.0,1.0
5483,a,0.0,0.0,0.0,2.0,2.0
5484,variety,0.0,0.0,0.0,1.0,1.0
5485,such,0.0,0.0,0.0,1.0,1.0
5486,flavoured,0.0,0.0,0.0,1.0,1.0
5487,jucie,0.0,0.0,0.0,1.0,1.0
5488,teas,0.0,0.0,0.0,1.0,1.0
5489,vannesavec,0.0,0.0,0.0,2.0,2.0
5490,ic,0.0,0.0,0.0,1.0,1.0
5491,mélangeur,0.0,0.0,0.0,2.0,2.0
5492,blendfill,0.0,0.0,0.0,3.0,3.0
5493,hygiénique,0.0,0.0,0.0,10.0,10.0
5494,sidelrevêtement,0.0,0.0,0.0,1.0,1.0
5495,actis,0.0,0.0,0.0,8.0,8.0
5496,revêtement,0.0,0.0,0.0,6.0,6.0
5497,plasmer,0.0,0.0,0.0,4.0,4.0
5498,amorphous,0.0,0.0,0.0,1.0,1.0
5499,treatment,0.0,0.0,0.0,1.0,1.0
5500,internal,0.0,0.0,0.0,1.0,1.0
5501,amorphe,0.0,0.0,0.0,1.0,1.0
5502,constate,0.0,0.0,0.0,1.0,1.0
5503,allongement,0.0,0.0,0.0,1.0,1.0
5504,acti,0.0,0.0,0.0,1.0,1.0
5505,optifeed,0.0,0.0,0.0,8.0,8.0
5506,tranquillité,0.0,0.0,0.0,1.0,1.0
5507,capsule,0.0,0.0,0.0,4.0,4.0
5508,associ,0.0,0.0,0.0,1.0,1.0
5509,élévation,0.0,0.0,0.0,3.0,3.0
5510,rejeter,0.0,0.0,0.0,1.0,1.0
5511,sidelevodeco,0.0,0.0,0.0,4.0,4.0
5512,ultrafiner,0.0,0.0,0.0,1.0,1.0
5513,téléchargertélécharger,0.0,0.0,0.0,4.0,4.0
5514,demoduler,0.0,0.0,0.0,1.0,1.0
5515,diamètre,0.0,0.0,0.0,8.0,8.0
5516,combimatériaud,0.0,0.0,0.0,1.0,1.0
5517,opp,0.0,0.0,0.0,2.0,2.0
5518,blanchesopp,0.0,0.0,0.0,2.0,2.0
5519,colle,0.0,0.0,0.0,1.0,1.0
5520,encolleur,0.0,0.0,0.0,1.0,1.0
5521,circule,0.0,0.0,0.0,1.0,1.0
5522,adhesive,0.0,0.0,0.0,2.0,2.0
5523,autoadhésives,0.0,0.0,0.0,2.0,2.0
5524,ultrafin,0.0,0.0,0.0,1.0,1.0
5525,polyvalence,0.0,0.0,0.0,6.0,6.0
5526,zéro,0.0,0.0,0.0,2.0,2.0
5527,esclave,0.0,0.0,0.0,4.0,4.0
5528,esclavematériaud,0.0,0.0,0.0,1.0,1.0
5529,épaisseurd,0.0,0.0,0.0,1.0,1.0
5530,papierfilm,0.0,0.0,0.0,1.0,1.0
5531,µmétiquett,0.0,0.0,0.0,1.0,1.0
5532,µmgrâce,0.0,0.0,0.0,1.0,1.0
5533,servomoteur,0.0,0.0,0.0,1.0,1.0
5534,déroulemer,0.0,0.0,0.0,1.0,1.0
5535,décollage,0.0,0.0,0.0,1.0,1.0
5536,adhesiv,0.0,0.0,0.0,3.0,3.0
5537,caractéris,0.0,0.0,0.0,8.0,8.0
5538,envisageable,0.0,0.0,0.0,1.0,1.0
5539,sidelrollquattro,0.0,0.0,0.0,1.0,1.0
5540,evo,0.0,0.0,0.0,2.0,2.0
5541,briller,0.0,0.0,0.0,1.0,1.0
5542,imperméable,0.0,0.0,0.0,1.0,1.0
5543,tendanc,0.0,0.0,0.0,2.0,2.0
5544,machinediamètre,0.0,0.0,0.0,1.0,1.0
5545,transp,0.0,0.0,0.0,1.0,1.0
5546,papiergrâce,0.0,0.0,0.0,1.0,1.0
5547,linéaire,0.0,0.0,0.0,3.0,3.0
5548,rollquattro,0.0,0.0,0.0,8.0,8.0
5549,evolution,0.0,0.0,0.0,6.0,6.0
5550,tambour,0.0,0.0,0.0,1.0,1.0
5551,simplifi,0.0,0.0,0.0,1.0,1.0
5552,sideleasyfeed,0.0,0.0,0.0,1.0,1.0
5553,sensiblement,0.0,0.0,0.0,4.0,4.0
5554,empreinte,0.0,0.0,0.0,1.0,1.0
5555,easyfeed,0.0,0.0,0.0,5.0,5.0
5556,alimentateur,0.0,0.0,0.0,5.0,5.0
5557,accent,0.0,0.0,0.0,2.0,2.0
5558,sbo,0.0,0.0,0.0,10.0,10.0
5559,universal,0.0,0.0,0.0,3.0,3.0
5560,facilite,0.0,0.0,0.0,2.0,2.0
5561,regular,0.0,0.0,0.0,7.0,7.0
5562,convention,0.0,0.0,0.0,1.0,1.0
5563,bouteillel,0.0,0.0,0.0,1.0,1.0
5564,souffleuser,0.0,0.0,0.0,6.0,6.0
5565,augmente,0.0,0.0,0.0,1.0,1.0
5566,ecoven,0.0,0.0,0.0,1.0,1.0
5567,intelliblower,0.0,0.0,0.0,4.0,4.0
5568,autorégulation,0.0,0.0,0.0,3.0,3.0
5569,next,0.0,0.0,0.0,1.0,1.0
5570,generation,0.0,0.0,0.0,1.0,1.0
5571,integrating,0.0,0.0,0.0,1.0,1.0
5572,fiv,0.0,0.0,0.0,1.0,1.0
5573,steps,0.0,0.0,0.0,1.0,1.0
5574,preform,0.0,0.0,0.0,3.0,3.0
5575,feeder,0.0,0.0,0.0,2.0,2.0
5576,blower,0.0,0.0,0.0,1.0,1.0
5577,labeller,0.0,0.0,0.0,1.0,1.0
5578,filler,0.0,0.0,0.0,1.0,1.0
5579,capper,0.0,0.0,0.0,1.0,1.0
5580,deliver,0.0,0.0,0.0,1.0,1.0
5581,thi,0.0,0.0,0.0,2.0,2.0
5582,self,0.0,0.0,0.0,1.0,1.0
5583,optimising,0.0,0.0,0.0,1.0,1.0
5584,increased,0.0,0.0,0.0,1.0,1.0
5585,combine,0.0,0.0,0.0,3.0,3.0
5586,automation,0.0,0.0,0.0,1.0,1.0
5587,innovative,0.0,0.0,0.0,1.0,1.0
5588,connected,0.0,0.0,0.0,1.0,1.0
5589,analytics,0.0,0.0,0.0,1.0,1.0
5590,optimised,0.0,0.0,0.0,1.0,1.0
5591,préformesla,0.0,0.0,0.0,1.0,1.0
5592,facilité,0.0,0.0,0.0,3.0,3.0
5593,repousser,0.0,0.0,0.0,2.0,2.0
5594,ultraléger,0.0,0.0,0.0,1.0,1.0
5595,repos,0.0,0.0,0.0,1.0,1.0
5596,processen,0.0,0.0,0.0,1.0,1.0
5597,élimine,0.0,0.0,0.0,3.0,3.0
5598,arrêtl,0.0,0.0,0.0,1.0,1.0
5599,débitmétriqu,0.0,0.0,0.0,1.0,1.0
5600,configurable,0.0,0.0,0.0,1.0,1.0
5601,conformité,0.0,0.0,0.0,3.0,3.0
5602,flexiblepour,0.0,0.0,0.0,1.0,1.0
5603,débitmétrique,0.0,0.0,0.0,1.0,1.0
